picture_ID;well;stage_00;stage_01;stage_02;stage_03;correctly_predicted_00;correctly_predicted_01;correctly_predicted_02;correctly_predicted_03
plate_505/well_J21/position_17.npy_900_900;J21;training;training;validation;training;0;0;1;0
plate_505/well_J21/position_17.npy_1200_900;J21;training;training;validation;training;0;1;1;0
plate_505/well_J21/position_17.npy_1500_900;J21;training;training;validation;training;0;0;1;0
plate_505/well_J21/position_17.npy_1800_900;J21;training;training;validation;training;0;1;1;1
plate_505/well_J21/position_17.npy_2100_900;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_17.npy_0_1200;J21;training;training;validation;training;1;0;1;0
plate_505/well_J21/position_17.npy_300_1200;J21;training;training;validation;training;0;0;1;0
plate_505/well_J21/position_17.npy_600_1200;J21;training;training;validation;training;0;0;1;0
plate_505/well_J21/position_17.npy_900_1200;J21;training;training;validation;training;1;0;1;1
plate_505/well_J21/position_17.npy_1200_1200;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_17.npy_1500_1200;J21;training;training;validation;training;0;0;1;0
plate_505/well_J21/position_17.npy_1800_1200;J21;training;training;validation;training;0;1;1;0
plate_505/well_J21/position_17.npy_2100_1200;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_0_0;J21;training;training;validation;training;1;0;0;0
plate_505/well_J21/position_18.npy_300_0;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_600_0;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_900_0;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_1200_0;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_1500_0;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_1800_0;J21;training;training;validation;training;0;0;1;0
plate_505/well_J21/position_18.npy_2100_0;J21;training;training;validation;training;0;0;1;0
plate_505/well_J21/position_18.npy_0_300;J21;training;training;validation;training;1;1;1;0
plate_505/well_J21/position_18.npy_300_300;J21;training;training;validation;training;0;1;0;0
plate_505/well_J21/position_18.npy_600_300;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_900_300;J21;training;training;validation;training;1;0;0;0
plate_505/well_J21/position_18.npy_1200_300;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_1500_300;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_1800_300;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_2100_300;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_0_600;J21;training;training;validation;training;1;0;1;0
plate_505/well_J21/position_18.npy_300_600;J21;training;training;validation;training;0;1;1;1
plate_505/well_J21/position_18.npy_600_600;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_900_600;J21;training;training;validation;training;0;0;1;0
plate_505/well_J21/position_18.npy_1200_600;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_1500_600;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_1800_600;J21;training;training;validation;training;0;0;1;0
plate_505/well_J21/position_18.npy_2100_600;J21;training;training;validation;training;0;0;1;0
plate_505/well_J21/position_18.npy_0_900;J21;training;training;validation;training;0;0;1;0
plate_505/well_J21/position_18.npy_300_900;J21;training;training;validation;training;0;1;1;0
plate_505/well_J21/position_18.npy_600_900;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_900_900;J21;training;training;validation;training;1;1;1;0
plate_505/well_J21/position_18.npy_1200_900;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_1500_900;J21;training;training;validation;training;1;1;1;0
plate_505/well_J21/position_18.npy_1800_900;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_2100_900;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_0_1200;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_300_1200;J21;training;training;validation;training;0;0;1;0
plate_505/well_J21/position_18.npy_600_1200;J21;training;training;validation;training;0;0;1;0
plate_505/well_J21/position_18.npy_900_1200;J21;training;training;validation;training;1;0;0;0
plate_505/well_J21/position_18.npy_1200_1200;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_1500_1200;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_18.npy_1800_1200;J21;training;training;validation;training;1;0;1;0
plate_505/well_J21/position_18.npy_2100_1200;J21;training;training;validation;training;1;1;1;0
plate_505/well_J21/position_19.npy_0_0;J21;training;training;validation;training;1;0;1;0
plate_505/well_J21/position_19.npy_300_0;J21;training;training;validation;training;1;1;1;0
plate_505/well_J21/position_19.npy_600_0;J21;training;training;validation;training;1;1;1;0
plate_505/well_J21/position_19.npy_900_0;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_1200_0;J21;training;training;validation;training;0;1;1;0
plate_505/well_J21/position_19.npy_1500_0;J21;training;training;validation;training;1;0;1;0
plate_505/well_J21/position_19.npy_1800_0;J21;training;training;validation;training;1;0;1;0
plate_505/well_J21/position_19.npy_2100_0;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_0_300;J21;training;training;validation;training;0;0;1;0
plate_505/well_J21/position_19.npy_300_300;J21;training;training;validation;training;1;0;1;0
plate_505/well_J21/position_19.npy_600_300;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_900_300;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_1200_300;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_1500_300;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_1800_300;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_2100_300;J21;training;training;validation;training;0;1;0;1
plate_505/well_J21/position_19.npy_0_600;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_300_600;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_600_600;J21;training;training;validation;training;0;0;1;0
plate_505/well_J21/position_19.npy_900_600;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_1200_600;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_1500_600;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_1800_600;J21;training;training;validation;training;1;1;1;0
plate_505/well_J21/position_19.npy_2100_600;J21;training;training;validation;training;0;1;1;0
plate_505/well_J21/position_19.npy_0_900;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_300_900;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_600_900;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_900_900;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_1200_900;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_1500_900;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_1800_900;J21;training;training;validation;training;0;0;1;0
plate_505/well_J21/position_19.npy_2100_900;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_0_1200;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_300_1200;J21;training;training;validation;training;0;1;0;0
plate_505/well_J21/position_19.npy_600_1200;J21;training;training;validation;training;1;1;1;0
plate_505/well_J21/position_19.npy_900_1200;J21;training;training;validation;training;0;0;0;0
plate_505/well_J21/position_19.npy_1200_1200;J21;training;training;validation;training;1;0;1;0
plate_505/well_J21/position_19.npy_1500_1200;J21;training;training;validation;training;0;0;1;0
plate_505/well_J21/position_19.npy_1800_1200;J21;training;training;validation;training;0;0;1;0
plate_505/well_J21/position_19.npy_2100_1200;J21;training;training;validation;training;0;0;0;0
plate_505/well_J22/position_0.npy_550_650;J22;validation;training;training;training;0;1;1;0
plate_505/well_J22/position_0.npy_850_650;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_0.npy_1150_650;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_0.npy_1450_650;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_0.npy_1750_650;J22;validation;training;training;training;1;0;0;1
plate_505/well_J22/position_0.npy_2050_650;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_0.npy_550_950;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_0.npy_850_950;J22;validation;training;training;training;1;1;0;1
plate_505/well_J22/position_0.npy_1150_950;J22;validation;training;training;training;1;1;1;1
plate_505/well_J22/position_0.npy_1450_950;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_0.npy_1750_950;J22;validation;training;training;training;1;0;1;0
plate_505/well_J22/position_0.npy_2050_950;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_0.npy_550_1250;J22;validation;training;training;training;0;1;1;1
plate_505/well_J22/position_0.npy_850_1250;J22;validation;training;training;training;1;1;0;1
plate_505/well_J22/position_0.npy_1150_1250;J22;validation;training;training;training;1;1;0;1
plate_505/well_J22/position_0.npy_1450_1250;J22;validation;training;training;training;1;0;1;0
plate_505/well_J22/position_0.npy_1750_1250;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_0.npy_2050_1250;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_0.npy_550_1550;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_0.npy_850_1550;J22;validation;training;training;training;0;1;0;1
plate_505/well_J22/position_0.npy_1150_1550;J22;validation;training;training;training;0;1;1;1
plate_505/well_J22/position_0.npy_1450_1550;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_0.npy_1750_1550;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_0.npy_2050_1550;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_0.npy_550_1850;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_0.npy_850_1850;J22;validation;training;training;training;0;1;1;1
plate_505/well_J22/position_0.npy_1150_1850;J22;validation;training;training;training;0;0;0;1
plate_505/well_J22/position_0.npy_1450_1850;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_0.npy_1750_1850;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_0.npy_2050_1850;J22;validation;training;training;training;0;0;1;1
plate_505/well_J22/position_1.npy_0_600;J22;validation;training;training;training;0;0;1;1
plate_505/well_J22/position_1.npy_300_600;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_1.npy_600_600;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_1.npy_900_600;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_1.npy_1200_600;J22;validation;training;training;training;1;0;1;0
plate_505/well_J22/position_1.npy_1500_600;J22;validation;training;training;training;0;1;1;0
plate_505/well_J22/position_1.npy_1800_600;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_1.npy_2100_600;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_1.npy_0_900;J22;validation;training;training;training;1;1;1;1
plate_505/well_J22/position_1.npy_300_900;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_1.npy_600_900;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_1.npy_900_900;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_1.npy_1200_900;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_1.npy_1500_900;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_1.npy_1800_900;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_1.npy_2100_900;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_1.npy_0_1200;J22;validation;training;training;training;1;0;1;1
plate_505/well_J22/position_1.npy_300_1200;J22;validation;training;training;training;1;1;0;0
plate_505/well_J22/position_1.npy_600_1200;J22;validation;training;training;training;1;0;0;1
plate_505/well_J22/position_1.npy_900_1200;J22;validation;training;training;training;1;1;0;1
plate_505/well_J22/position_1.npy_1200_1200;J22;validation;training;training;training;1;0;1;0
plate_505/well_J22/position_1.npy_1500_1200;J22;validation;training;training;training;1;0;1;1
plate_505/well_J22/position_1.npy_1800_1200;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_1.npy_2100_1200;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_1.npy_0_1500;J22;validation;training;training;training;0;1;1;0
plate_505/well_J22/position_1.npy_300_1500;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_1.npy_600_1500;J22;validation;training;training;training;0;0;0;1
plate_505/well_J22/position_1.npy_900_1500;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_1.npy_1200_1500;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_1.npy_1500_1500;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_1.npy_1800_1500;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_1.npy_2100_1500;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_1.npy_0_1800;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_1.npy_300_1800;J22;validation;training;training;training;1;0;0;1
plate_505/well_J22/position_1.npy_600_1800;J22;validation;training;training;training;1;1;0;1
plate_505/well_J22/position_1.npy_900_1800;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_1.npy_1200_1800;J22;validation;training;training;training;0;1;1;1
plate_505/well_J22/position_1.npy_1500_1800;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_1.npy_1800_1800;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_1.npy_2100_1800;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_0_600;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_2.npy_300_600;J22;validation;training;training;training;0;0;1;1
plate_505/well_J22/position_2.npy_600_600;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_900_600;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_2.npy_1200_600;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_2.npy_1500_600;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_1800_600;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_2100_600;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_0_900;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_300_900;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_2.npy_600_900;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_900_900;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_2.npy_1200_900;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_2.npy_1500_900;J22;validation;training;training;training;1;1;0;0
plate_505/well_J22/position_2.npy_1800_900;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_2100_900;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_0_1200;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_300_1200;J22;validation;training;training;training;0;0;0;1
plate_505/well_J22/position_2.npy_600_1200;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_900_1200;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_1200_1200;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_1500_1200;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_1800_1200;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_2100_1200;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_0_1500;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_300_1500;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_600_1500;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_900_1500;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_1200_1500;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_1500_1500;J22;validation;training;training;training;1;0;1;1
plate_505/well_J22/position_2.npy_1800_1500;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_2.npy_2100_1500;J22;validation;training;training;training;1;0;1;0
plate_505/well_J22/position_2.npy_0_1800;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_300_1800;J22;validation;training;training;training;0;1;1;0
plate_505/well_J22/position_2.npy_600_1800;J22;validation;training;training;training;1;1;0;0
plate_505/well_J22/position_2.npy_900_1800;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_1200_1800;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_1500_1800;J22;validation;training;training;training;1;1;1;1
plate_505/well_J22/position_2.npy_1800_1800;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_2.npy_2100_1800;J22;validation;training;training;training;1;0;1;0
plate_505/well_J22/position_3.npy_0_650;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_3.npy_300_650;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_600_650;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_900_650;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_1200_650;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_3.npy_1500_650;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_1800_650;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_2100_650;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_0_950;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_300_950;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_600_950;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_3.npy_900_950;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_1200_950;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_3.npy_1500_950;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_1800_950;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_2100_950;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_0_1250;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_300_1250;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_600_1250;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_900_1250;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_1200_1250;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_1500_1250;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_1800_1250;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_2100_1250;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_0_1550;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_300_1550;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_600_1550;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_900_1550;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_1200_1550;J22;validation;training;training;training;0;0;0;1
plate_505/well_J22/position_3.npy_1500_1550;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_3.npy_1800_1550;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_3.npy_2100_1550;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_0_1850;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_300_1850;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_600_1850;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_900_1850;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_1200_1850;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_1500_1850;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_3.npy_1800_1850;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_3.npy_2100_1850;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_500_0;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_800_0;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_1100_0;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_4.npy_1400_0;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_1700_0;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_2000_0;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_500_300;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_800_300;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_1100_300;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_1400_300;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_1700_300;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_2000_300;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_500_600;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_800_600;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_1100_600;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_1400_600;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_4.npy_1700_600;J22;validation;training;training;training;1;1;1;1
plate_505/well_J22/position_4.npy_2000_600;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_500_900;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_800_900;J22;validation;training;training;training;0;1;1;0
plate_505/well_J22/position_4.npy_1100_900;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_1400_900;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_4.npy_1700_900;J22;validation;training;training;training;1;1;1;0
plate_505/well_J22/position_4.npy_2000_900;J22;validation;training;training;training;0;1;0;0
plate_505/well_J22/position_4.npy_500_1200;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_800_1200;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_1100_1200;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_1400_1200;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_1700_1200;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_2000_1200;J22;validation;training;training;training;1;1;1;1
plate_505/well_J22/position_4.npy_500_1500;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_800_1500;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_1100_1500;J22;validation;training;training;training;1;0;1;0
plate_505/well_J22/position_4.npy_1400_1500;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_1700_1500;J22;validation;training;training;training;0;1;0;1
plate_505/well_J22/position_4.npy_2000_1500;J22;validation;training;training;training;0;1;0;1
plate_505/well_J22/position_4.npy_500_1800;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_800_1800;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_4.npy_1100_1800;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_4.npy_1400_1800;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_4.npy_1700_1800;J22;validation;training;training;training;1;1;0;0
plate_505/well_J22/position_4.npy_2000_1800;J22;validation;training;training;training;0;1;0;0
plate_505/well_J22/position_5.npy_0_0;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_5.npy_300_0;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_5.npy_600_0;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_5.npy_900_0;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_5.npy_1200_0;J22;validation;training;training;training;0;0;1;0
plate_505/well_J22/position_5.npy_1500_0;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_5.npy_1800_0;J22;validation;training;training;training;1;0;1;1
plate_505/well_J22/position_5.npy_2100_0;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_5.npy_0_300;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_5.npy_300_300;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_5.npy_600_300;J22;validation;training;training;training;1;0;0;1
plate_505/well_J22/position_5.npy_900_300;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_5.npy_1200_300;J22;validation;training;training;training;0;1;0;1
plate_505/well_J22/position_5.npy_1500_300;J22;validation;training;training;training;1;1;0;0
plate_505/well_J22/position_5.npy_1800_300;J22;validation;training;training;training;1;1;0;1
plate_505/well_J22/position_5.npy_2100_300;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_5.npy_0_600;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_5.npy_300_600;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_5.npy_600_600;J22;validation;training;training;training;0;0;0;1
plate_505/well_J22/position_5.npy_900_600;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_5.npy_1200_600;J22;validation;training;training;training;1;1;0;1
plate_505/well_J22/position_5.npy_1500_600;J22;validation;training;training;training;1;0;0;1
plate_505/well_J22/position_5.npy_1800_600;J22;validation;training;training;training;1;0;1;1
plate_505/well_J22/position_5.npy_2100_600;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_5.npy_0_900;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_5.npy_300_900;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_5.npy_600_900;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_5.npy_900_900;J22;validation;training;training;training;1;1;0;1
plate_505/well_J22/position_5.npy_1200_900;J22;validation;training;training;training;1;1;0;1
plate_505/well_J22/position_5.npy_1500_900;J22;validation;training;training;training;1;1;0;1
plate_505/well_J22/position_5.npy_1800_900;J22;validation;training;training;training;1;0;0;1
plate_505/well_J22/position_5.npy_2100_900;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_5.npy_0_1200;J22;validation;training;training;training;1;0;0;0
plate_505/well_J22/position_5.npy_300_1200;J22;validation;training;training;training;1;0;0;1
plate_505/well_J22/position_5.npy_600_1200;J22;validation;training;training;training;0;1;0;1
plate_505/well_J22/position_5.npy_900_1200;J22;validation;training;training;training;1;1;0;0
plate_505/well_J22/position_5.npy_1200_1200;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_5.npy_1500_1200;J22;validation;training;training;training;0;1;0;1
plate_505/well_J22/position_5.npy_1800_1200;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_5.npy_2100_1200;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_5.npy_0_1500;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_5.npy_300_1500;J22;validation;training;training;training;1;1;1;1
plate_505/well_J22/position_5.npy_600_1500;J22;validation;training;training;training;0;1;0;1
plate_505/well_J22/position_5.npy_900_1500;J22;validation;training;training;training;0;0;0;1
plate_505/well_J22/position_5.npy_1200_1500;J22;validation;training;training;training;0;0;0;0
plate_505/well_J22/position_5.npy_1500_1500;J22;validation;training;training;training;0;0;0;0
